date,property_id,surface_m2,bedrooms,location_score,listing_price,is_booked
2022-04-27,PROP_028,29,1,7.6,71,0
2022-04-27,PROP_029,113,4,7.2,279,0
2022-04-27,PROP_030,29,1,10,86,1
2022-04-27,PROP_031,117,4,9.5,309,1
2022-04-27,PROP_032,119,4,7,321,0
2022-04-27,PROP_033,26,1,6.5,86,0
2022-04-27,PROP_034,70,2,8.5,191,0
2022-04-27,PROP_035,65,2,6.6,163,0
2022-04-27,PROP_036,21,1,6.8,63,0
2022-04-27,PROP_037,68,2,7.6,190,0
2022-04-27,PROP_038,53,2,9.1,156,1
2022-04-27,PROP_039,103,4,6.1,255,0
2022-04-27,PROP_040,96,3,9.3,263,0
2022-04-27,PROP_041,113,4,6.7,300,0
2022-04-27,PROP_042,85,3,9.8,221,1
2022-04-27,PROP_043,95,3,9.4,225,0
2022-04-27,PROP_044,30,1,7.5,75,0
2022-04-27,PROP_045,33,1,6.4,98,0
2022-04-27,PROP_046,56,2,8.7,133,1
2022-04-27,PROP_047,45,1,8.3,115,0
2022-04-27,PROP_048,110,4,6.5,309,0
2022-04-27,PROP_049,20,1,8.8,56,1
2022-04-27,PROP_050,89,3,9.3,234,0
2022-04-28,PROP_001,47,2,8,163,0
2022-04-28,PROP_002,22,1,7.6,81,0
2022-04-28,PROP_003,115,4,7.9,362,0
2022-04-28,PROP_004,72,2,7.7,221,1
2022-04-28,PROP_005,26,1,9.2,97,0
2022-04-28,PROP_006,101,4,9.1,346,0
2022-04-28,PROP_007,117,4,6.6,376,1
2022-04-28,PROP_008,64,2,9.5,202,0
2022-04-28,PROP_009,43,1,9.9,164,0
2022-04-28,PROP_010,39,1,9.8,139,0
2022-04-28,PROP_011,102,4,7.8,281,0
2022-04-28,PROP_012,54,2,8.8,179,0
2022-04-28,PROP_013,116,4,6.2,342,0
2022-04-28,PROP_014,28,1,9.6,87,1
2022-04-28,PROP_015,91,3,8.3,280,1
2022-04-28,PROP_016,29,1,8,102,0
2022-04-28,PROP_017,75,2,8,218,0
2022-04-28,PROP_018,105,4,8.3,368,0
2022-04-28,PROP_019,80,3,9.8,272,0
2022-04-28,PROP_020,71,2,7.3,207,1
2022-04-28,PROP_021,55,2,9.1,184,0
2022-04-28,PROP_022,45,1,6.3,145,0
2022-04-28,PROP_023,104,4,8.3,316,0
2022-04-28,PROP_024,47,2,7.2,140,0
2022-04-28,PROP_025,32,1,6.6,118,0
2022-04-28,PROP_026,52,2,6.2,175,0
2022-04-28,PROP_027,100,3,7.9,297,0
2022-04-28,PROP_028,29,1,7.6,95,0
2022-04-28,PROP_029,113,4,7.2,326,1
2022-04-28,PROP_030,29,1,10,92,1
2022-04-28,PROP_031,117,4,9.5,366,0
2022-04-28,PROP_032,119,4,7,389,1
2022-04-28,PROP_033,26,1,6.5,88,0
2022-04-28,PROP_034,70,2,8.5,241,0
2022-04-28,PROP_035,65,2,6.6,206,1
2022-04-28,PROP_036,21,1,6.8,74,0
2022-04-28,PROP_037,68,2,7.6,237,0
2022-04-28,PROP_038,53,2,9.1,188,0
2022-04-28,PROP_039,103,4,6.1,348,0
2022-04-28,PROP_040,96,3,9.3,278,0
2022-04-28,PROP_041,113,4,6.7,383,0
2022-04-28,PROP_042,85,3,9.8,275,0
2022-04-28,PROP_043,95,3,9.4,312,0
2022-04-28,PROP_044,30,1,7.5,84,1
2022-04-28,PROP_045,33,1,6.4,103,1
2022-04-28,PROP_046,56,2,8.7,157,1
2022-04-28,PROP_047,45,1,8.3,133,1
2022-04-28,PROP_048,110,4,6.5,344,0
2022-04-28,PROP_049,20,1,8.8,62,1
2022-04-28,PROP_050,89,3,9.3,279,0
2022-04-29,PROP_001,47,2,8,164,0
2022-04-29,PROP_002,22,1,7.6,83,0
2022-04-29,PROP_003,115,4,7.9,377,0
2022-04-29,PROP_004,72,2,7.7,217,0
2022-04-29,PROP_005,26,1,9.2,101,0
2022-04-29,PROP_006,101,4,9.1,325,0
2022-04-29,PROP_007,117,4,6.6,374,1
2022-04-29,PROP_008,64,2,9.5,213,1
2022-04-29,PROP_009,43,1,9.9,146,0
2022-04-29,PROP_010,39,1,9.8,139,0
2022-04-29,PROP_011,102,4,7.8,321,1
2022-04-29,PROP_012,54,2,8.8,156,1
2022-04-29,PROP_013,116,4,6.2,388,0
2022-04-29,PROP_014,28,1,9.6,78,0
2022-04-29,PROP_015,91,3,8.3,273,0
2022-04-29,PROP_016,29,1,8,106,0
2022-04-29,PROP_017,75,2,8,227,1
2022-04-29,PROP_018,105,4,8.3,334,1
2022-04-29,PROP_019,80,3,9.8,260,0
2022-04-29,PROP_020,71,2,7.3,249,0
2022-04-29,PROP_021,55,2,9.1,173,0
2022-04-29,PROP_022,45,1,6.3,137,0
2022-04-29,PROP_023,104,4,8.3,341,0
2022-04-29,PROP_024,47,2,7.2,151,0
2022-04-29,PROP_025,32,1,6.6,119,1
2022-04-29,PROP_026,52,2,6.2,166,0
2022-04-29,PROP_027,100,3,7.9,319,0
2022-04-29,PROP_028,29,1,7.6,95,0
2022-04-29,PROP_029,113,4,7.2,338,0
2022-04-29,PROP_030,29,1,10,92,0
2022-04-29,PROP_031,117,4,9.5,384,0
2022-04-29,PROP_032,119,4,7,331,0
2022-04-29,PROP_033,26,1,6.5,99,1
2022-04-29,PROP_034,70,2,8.5,244,0
2022-04-29,PROP_035,65,2,6.6,217,0
2022-04-29,PROP_036,21,1,6.8,80,0
2022-04-29,PROP_037,68,2,7.6,244,0
2022-04-29,PROP_038,53,2,9.1,156,0
2022-04-29,PROP_039,103,4,6.1,333,0
2022-04-29,PROP_040,96,3,9.3,325,0
2022-04-29,PROP_041,113,4,6.7,327,1
2022-04-29,PROP_042,85,3,9.8,281,0
2022-04-29,PROP_043,95,3,9.4,269,1
2022-04-29,PROP_044,30,1,7.5,101,0
2022-04-29,PROP_045,33,1,6.4,105,0
2022-04-29,PROP_046,56,2,8.7,158,0
2022-04-29,PROP_047,45,1,8.3,149,0
2022-04-29,PROP_048,110,4,6.5,373,0
2022-04-29,PROP_049,20,1,8.8,72,0
2022-04-29,PROP_050,89,3,9.3,282,1
2022-04-30,PROP_001,47,2,8,142,1
2022-04-30,PROP_002,22,1,7.6,70,0
2022-04-30,PROP_003,115,4,7.9,308,0
2022-04-30,PROP_004,72,2,7.7,177,1
2022-04-30,PROP_005,26,1,9.2,84,0
2022-04-30,PROP_006,101,4,9.1,292,0
2022-04-30,PROP_007,117,4,6.6,277,1
2022-04-30,PROP_008,64,2,9.5,165,1
2022-04-30,PROP_009,43,1,9.9,131,1
2022-04-30,PROP_010,39,1,9.8,116,1
2022-04-30,PROP_011,102,4,7.8,257,0
2022-04-30,PROP_012,54,2,8.8,135,0
2022-04-30,PROP_013,116,4,6.2,327,0
2022-04-30,PROP_014,28,1,9.6,66,1
2022-04-30,PROP_015,91,3,8.3,212,0
2022-04-30,PROP_016,29,1,8,91,0
2022-04-30,PROP_017,75,2,8,194,1
2022-04-30,PROP_018,105,4,8.3,296,1
2022-04-30,PROP_019,80,3,9.8,214,1
2022-04-30,PROP_020,71,2,7.3,199,0
2022-04-30,PROP_021,55,2,9.1,130,0
2022-04-30,PROP_022,45,1,6.3,115,0
2022-04-30,PROP_023,104,4,8.3,236,0
2022-04-30,PROP_024,47,2,7.2,138,0
2022-04-30,PROP_025,32,1,6.6,94,0
2022-04-30,PROP_026,52,2,6.2,130,0
2022-04-30,PROP_027,100,3,7.9,232,1
2022-04-30,PROP_028,29,1,7.6,86,0
2022-04-30,PROP_029,113,4,7.2,274,0
2022-04-30,PROP_030,29,1,10,81,0
2022-04-30,PROP_031,117,4,9.5,299,0
2022-04-30,PROP_032,119,4,7,312,0
2022-04-30,PROP_033,26,1,6.5,80,0
2022-04-30,PROP_034,70,2,8.5,199,0
2022-04-30,PROP_035,65,2,6.6,152,0
2022-04-30,PROP_036,21,1,6.8,63,1
2022-04-30,PROP_037,68,2,7.6,177,1
2022-04-30,PROP_038,53,2,9.1,136,1
2022-04-30,PROP_039,103,4,6.1,279,0
2022-04-30,PROP_040,96,3,9.3,266,0
2022-04-30,PROP_041,113,4,6.7,273,1
2022-04-30,PROP_042,85,3,9.8,242,0
2022-04-30,PROP_043,95,3,9.4,226,0
2022-04-30,PROP_044,30,1,7.5,83,0
2022-04-30,PROP_045,33,1,6.4,89,0
2022-04-30,PROP_046,56,2,8.7,140,0
2022-04-30,PROP_047,45,1,8.3,130,0
2022-04-30,PROP_048,110,4,6.5,263,1
2022-04-30,PROP_049,20,1,8.8,51,0
2022-04-30,PROP_050,89,3,9.3,229,0
2022-05-01,PROP_001,47,2,8,135,0
2022-05-01,PROP_002,22,1,7.6,66,0
2022-05-01,PROP_003,115,4,7.9,316,0
2022-05-01,PROP_004,72,2,7.7,168,0
2022-05-01,PROP_005,26,1,9.2,76,0
2022-05-01,PROP_006,101,4,9.1,252,0
2022-05-01,PROP_007,117,4,6.6,278,0
2022-05-01,PROP_008,64,2,9.5,179,0
2022-05-01,PROP_009,43,1,9.9,133,0
2022-05-01,PROP_010,39,1,9.8,104,1
2022-05-01,PROP_011,102,4,7.8,239,0
2022-05-01,PROP_012,54,2,8.8,154,0
2022-05-01,PROP_013,116,4,6.2,319,0
2022-05-01,PROP_014,28,1,9.6,65,1
2022-05-01,PROP_015,91,3,8.3,214,0
2022-05-01,PROP_016,29,1,8,76,1
2022-05-01,PROP_017,75,2,8,203,1
2022-05-01,PROP_018,105,4,8.3,306,1
2022-05-01,PROP_019,80,3,9.8,205,1
2022-05-01,PROP_020,71,2,7.3,190,0
2022-05-01,PROP_021,55,2,9.1,150,1
2022-05-01,PROP_022,45,1,6.3,106,1
2022-05-01,PROP_023,104,4,8.3,254,0
2022-05-01,PROP_024,47,2,7.2,120,0
2022-05-01,PROP_025,32,1,6.6,89,0
2022-05-01,PROP_026,52,2,6.2,145,1
2022-05-01,PROP_027,100,3,7.9,269,1
2022-05-01,PROP_028,29,1,7.6,77,1
2022-05-01,PROP_029,113,4,7.2,268,1
2022-05-01,PROP_030,29,1,10,86,0
2022-05-01,PROP_031,117,4,9.5,323,0
2022-05-01,PROP_032,119,4,7,272,1
2022-05-01,PROP_033,26,1,6.5,74,0
2022-05-01,PROP_034,70,2,8.5,191,1
2022-05-01,PROP_035,65,2,6.6,170,0
2022-05-01,PROP_036,21,1,6.8,65,1
2022-05-01,PROP_037,68,2,7.6,192,0
2022-05-01,PROP_038,53,2,9.1,147,0
2022-05-01,PROP_039,103,4,6.1,265,0
2022-05-01,PROP_040,96,3,9.3,234,0
2022-05-01,PROP_041,113,4,6.7,305,1
2022-05-01,PROP_042,85,3,9.8,248,1
2022-05-01,PROP_043,95,3,9.4,248,0
2022-05-01,PROP_044,30,1,7.5,72,0
2022-05-01,PROP_045,33,1,6.4,101,0
2022-05-01,PROP_046,56,2,8.7,145,1
2022-05-01,PROP_047,45,1,8.3,115,1
2022-05-01,PROP_048,110,4,6.5,302,0
2022-05-01,PROP_049,20,1,8.8,55,0
2022-05-01,PROP_050,89,3,9.3,245,0
2022-05-02,PROP_001,47,2,8,134,1
2022-05-02,PROP_002,22,1,7.6,63,0
2022-05-02,PROP_003,115,4,7.9,314,0
2022-05-02,PROP_004,72,2,7.7,185,0
2022-05-02,PROP_005,26,1,9.2,85,0
2022-05-02,PROP_006,101,4,9.1,279,0
2022-05-02,PROP_007,117,4,6.6,276,0
2022-05-02,PROP_008,64,2,9.5,165,0
2022-05-02,PROP_009,43,1,9.9,136,0
2022-05-02,PROP_010,39,1,9.8,110,1
2022-05-02,PROP_011,102,4,7.8,241,0
2022-05-02,PROP_012,54,2,8.8,146,0
2022-05-02,PROP_013,116,4,6.2,292,0
2022-05-02,PROP_014,28,1,9.6,77,0
2022-05-02,PROP_015,91,3,8.3,252,0
2022-05-02,PROP_016,29,1,8,77,0
2022-05-02,PROP_017,75,2,8,182,1
2022-05-02,PROP_018,105,4,8.3,302,0
2022-05-02,PROP_019,80,3,9.8,222,0
2022-05-02,PROP_020,71,2,7.3,196,0
2022-05-02,PROP_021,55,2,9.1,140,1
2022-05-02,PROP_022,45,1,6.3,108,1
2022-05-02,PROP_023,104,4,8.3,254,0
2022-05-02,PROP_024,47,2,7.2,135,0
2022-05-02,PROP_025,32,1,6.6,94,0
2022-05-02,PROP_026,52,2,6.2,145,0
2022-05-02,PROP_027,100,3,7.9,239,1
2022-05-02,PROP_028,29,1,7.6,82,0
2022-05-02,PROP_029,113,4,7.2,276,1
2022-05-02,PROP_030,29,1,10,74,1
2022-05-02,PROP_031,117,4,9.5,299,0
2022-05-02,PROP_032,119,4,7,324,0
2022-05-02,PROP_033,26,1,6.5,76,0
2022-05-02,PROP_034,70,2,8.5,202,0
2022-05-02,PROP_035,65,2,6.6,152,0
2022-05-02,PROP_036,21,1,6.8,58,0
2022-05-02,PROP_037,68,2,7.6,190,0
2022-05-02,PROP_038,53,2,9.1,157,0
2022-05-02,PROP_039,103,4,6.1,301,0
2022-05-02,PROP_040,96,3,9.3,259,1
2022-05-02,PROP_041,113,4,6.7,314,0
2022-05-02,PROP_042,85,3,9.8,217,1
2022-05-02,PROP_043,95,3,9.4,237,1
2022-05-02,PROP_044,30,1,7.5,78,0
2022-05-02,PROP_045,33,1,6.4,94,0
2022-05-02,PROP_046,56,2,8.7,149,0
2022-05-02,PROP_047,45,1,8.3,111,1
2022-05-02,PROP_048,110,4,6.5,265,1
2022-05-02,PROP_049,20,1,8.8,53,1
2022-05-02,PROP_050,89,3,9.3,224,0
2022-05-03,PROP_001,47,2,8,128,0
2022-05-03,PROP_002,22,1,7.6,66,1
2022-05-03,PROP_003,115,4,7.9,309,1
2022-05-03,PROP_004,72,2,7.7,187,0
2022-05-03,PROP_005,26,1,9.2,73,1
2022-05-03,PROP_006,101,4,9.1,253,0
2022-05-03,PROP_007,117,4,6.6,291,1
2022-05-03,PROP_008,64,2,9.5,153,1
2022-05-03,PROP_009,43,1,9.9,114,0
2022-05-03,PROP_010,39,1,9.8,105,1
2022-05-03,PROP_011,102,4,7.8,261,0
2022-05-03,PROP_012,54,2,8.8,143,0
2022-05-03,PROP_013,116,4,6.2,332,0
2022-05-03,PROP_014,28,1,9.6,76,1
2022-05-03,PROP_015,91,3,8.3,217,1
2022-05-03,PROP_016,29,1,8,83,0
2022-05-03,PROP_017,75,2,8,175,1
2022-05-03,PROP_018,105,4,8.3,299,1
2022-05-03,PROP_019,80,3,9.8,202,0
2022-05-03,PROP_020,71,2,7.3,186,1
2022-05-03,PROP_021,55,2,9.1,142,0
2022-05-03,PROP_022,45,1,6.3,106,0
2022-05-03,PROP_023,104,4,8.3,247,0
2022-05-03,PROP_024,47,2,7.2,121,0
2022-05-03,PROP_025,32,1,6.6,95,0
2022-05-03,PROP_026,52,2,6.2,132,1
2022-05-03,PROP_027,100,3,7.9,236,1
2022-05-03,PROP_028,29,1,7.6,76,1
2022-05-03,PROP_029,113,4,7.2,291,1
2022-05-03,PROP_030,29,1,10,86,0
2022-05-03,PROP_031,117,4,9.5,302,0
2022-05-03,PROP_032,119,4,7,308,0
2022-05-03,PROP_033,26,1,6.5,82,0
2022-05-03,PROP_034,70,2,8.5,172,1
2022-05-03,PROP_035,65,2,6.6,159,1
2022-05-03,PROP_036,21,1,6.8,57,0
2022-05-03,PROP_037,68,2,7.6,187,0
2022-05-03,PROP_038,53,2,9.1,156,0
2022-05-03,PROP_039,103,4,6.1,289,0
2022-05-03,PROP_040,96,3,9.3,237,1
2022-05-03,PROP_041,113,4,6.7,320,0
2022-05-03,PROP_042,85,3,9.8,211,1
2022-05-03,PROP_043,95,3,9.4,239,0
2022-05-03,PROP_044,30,1,7.5,80,0
2022-05-03,PROP_045,33,1,6.4,94,0
2022-05-03,PROP_046,56,2,8.7,133,1
2022-05-03,PROP_047,45,1,8.3,131,0
2022-05-03,PROP_048,110,4,6.5,303,0
2022-05-03,PROP_049,20,1,8.8,57,1
2022-05-03,PROP_050,89,3,9.3,242,1
2022-05-04,PROP_001,47,2,8,136,0
2022-05-04,PROP_002,22,1,7.6,60,1
2022-05-04,PROP_003,115,4,7.9,326,0
2022-05-04,PROP_004,72,2,7.7,189,1
2022-05-04,PROP_005,26,1,9.2,85,1
2022-05-04,PROP_006,101,4,9.1,249,0
2022-05-04,PROP_007,117,4,6.6,272,0
2022-05-04,PROP_008,64,2,9.5,184,0
2022-05-04,PROP_009,43,1,9.9,131,0
2022-05-04,PROP_010,39,1,9.8,125,1
2022-05-04,PROP_011,102,4,7.8,241,1
2022-05-04,PROP_012,54,2,8.8,139,0
2022-05-04,PROP_013,116,4,6.2,318,0
2022-05-04,PROP_014,28,1,9.6,67,1
2022-05-04,PROP_015,91,3,8.3,228,0
2022-05-04,PROP_016,29,1,8,76,0
2022-05-04,PROP_017,75,2,8,198,0
2022-05-04,PROP_018,105,4,8.3,302,0
2022-05-04,PROP_019,80,3,9.8,227,0
2022-05-04,PROP_020,71,2,7.3,185,0
2022-05-04,PROP_021,55,2,9.1,149,0
2022-05-04,PROP_022,45,1,6.3,104,0
2022-05-04,PROP_023,104,4,8.3,273,0
2022-05-04,PROP_024,47,2,7.2,116,1
2022-05-04,PROP_025,32,1,6.6,93,0
2022-05-04,PROP_026,52,2,6.2,133,0
2022-05-04,PROP_027,100,3,7.9,254,0
2022-05-04,PROP_028,29,1,7.6,82,1
2022-05-04,PROP_029,113,4,7.2,297,0
2022-05-04,PROP_030,29,1,10,81,0
2022-05-04,PROP_031,117,4,9.5,283,0
2022-05-04,PROP_032,119,4,7,311,0
2022-05-04,PROP_033,26,1,6.5,83,1
2022-05-04,PROP_034,70,2,8.5,199,0
2022-05-04,PROP_035,65,2,6.6,157,1
2022-05-04,PROP_036,21,1,6.8,65,0
2022-05-04,PROP_037,68,2,7.6,192,0
2022-05-04,PROP_038,53,2,9.1,151,0
2022-05-04,PROP_039,103,4,6.1,285,0
2022-05-04,PROP_040,96,3,9.3,234,1
2022-05-04,PROP_041,113,4,6.7,309,1
2022-05-04,PROP_042,85,3,9.8,214,0
2022-05-04,PROP_043,95,3,9.4,249,0
2022-05-04,PROP_044,30,1,7.5,74,0
2022-05-04,PROP_045,33,1,6.4,99,0
2022-05-04,PROP_046,56,2,8.7,134,1
2022-05-04,PROP_047,45,1,8.3,125,1
2022-05-04,PROP_048,110,4,6.5,305,0
2022-05-04,PROP_049,20,1,8.8,60,0
2022-05-04,PROP_050,89,3,9.3,256,0
2022-05-05,PROP_001,47,2,8,153,1
2022-05-05,PROP_002,22,1,7.6,84,0
2022-05-05,PROP_003,115,4,7.9,369,0
2022-05-05,PROP_004,72,2,7.7,203,0
2022-05-05,PROP_005,26,1,9.2,89,1
2022-05-05,PROP_006,101,4,9.1,298,1
2022-05-05,PROP_007,117,4,6.6,372,0
2022-05-05,PROP_008,64,2,9.5,204,0
2022-05-05,PROP_009,43,1,9.9,146,1
2022-05-05,PROP_010,39,1,9.8,146,0
2022-05-05,PROP_011,102,4,7.8,320,0
2022-05-05,PROP_012,54,2,8.8,166,0
2022-05-05,PROP_013,116,4,6.2,389,0
2022-05-05,PROP_014,28,1,9.6,92,1
2022-05-05,PROP_015,91,3,8.3,271,0
2022-05-05,PROP_016,29,1,8,92,1
2022-05-05,PROP_017,75,2,8,215,1
2022-05-05,PROP_018,105,4,8.3,328,1
2022-05-05,PROP_019,80,3,9.8,236,0
2022-05-05,PROP_020,71,2,7.3,215,0
2022-05-05,PROP_021,55,2,9.1,164,0
2022-05-05,PROP_022,45,1,6.3,132,1
2022-05-05,PROP_023,104,4,8.3,292,0
2022-05-05,PROP_024,47,2,7.2,163,0
2022-05-05,PROP_025,32,1,6.6,117,0
2022-05-05,PROP_026,52,2,6.2,158,0
2022-05-05,PROP_027,100,3,7.9,313,0
2022-05-05,PROP_028,29,1,7.6,87,0
2022-05-05,PROP_029,113,4,7.2,385,0
2022-05-05,PROP_030,29,1,10,100,0
2022-05-05,PROP_031,117,4,9.5,360,1
2022-05-05,PROP_032,119,4,7,349,1
2022-05-05,PROP_033,26,1,6.5,103,0
2022-05-05,PROP_034,70,2,8.5,244,0
2022-05-05,PROP_035,65,2,6.6,218,0
2022-05-05,PROP_036,21,1,6.8,67,0
2022-05-05,PROP_037,68,2,7.6,242,0
2022-05-05,PROP_038,53,2,9.1,188,0
2022-05-05,PROP_039,103,4,6.1,348,0
2022-05-05,PROP_040,96,3,9.3,287,0
2022-05-05,PROP_041,113,4,6.7,386,0
2022-05-05,PROP_042,85,3,9.8,301,0
2022-05-05,PROP_043,95,3,9.4,324,0
2022-05-05,PROP_044,30,1,7.5,99,0
2022-05-05,PROP_045,33,1,6.4,102,0
2022-05-05,PROP_046,56,2,8.7,165,1
2022-05-05,PROP_047,45,1,8.3,155,0
2022-05-05,PROP_048,110,4,6.5,376,0
2022-05-05,PROP_049,20,1,8.8,71,0
2022-05-05,PROP_050,89,3,9.3,269,1
2022-05-06,PROP_001,47,2,8,155,0
2022-05-06,PROP_002,22,1,7.6,81,0
2022-05-06,PROP_003,115,4,7.9,391,0
2022-05-06,PROP_004,72,2,7.7,210,0
2022-05-06,PROP_005,26,1,9.2,97,0
2022-05-06,PROP_006,101,4,9.1,294,1
2022-05-06,PROP_007,117,4,6.6,379,0
2022-05-06,PROP_008,64,2,9.5,192,0
2022-05-06,PROP_009,43,1,9.9,148,1
2022-05-06,PROP_010,39,1,9.8,148,1
2022-05-06,PROP_011,102,4,7.8,278,1
2022-05-06,PROP_012,54,2,8.8,156,1
2022-05-06,PROP_013,116,4,6.2,380,0
2022-05-06,PROP_014,28,1,9.6,80,1
2022-05-06,PROP_015,91,3,8.3,259,1
2022-05-06,PROP_016,29,1,8,108,0
2022-05-06,PROP_017,75,2,8,216,0
2022-05-06,PROP_018,105,4,8.3,349,0
2022-05-06,PROP_019,80,3,9.8,234,1
2022-05-06,PROP_020,71,2,7.3,215,1
2022-05-06,PROP_021,55,2,9.1,153,0
2022-05-06,PROP_022,45,1,6.3,137,1
2022-05-06,PROP_023,104,4,8.3,315,1
2022-05-06,PROP_024,47,2,7.2,147,0
2022-05-06,PROP_025,32,1,6.6,103,0
2022-05-06,PROP_026,52,2,6.2,169,0
2022-05-06,PROP_027,100,3,7.9,281,1
2022-05-06,PROP_028,29,1,7.6,98,0
2022-05-06,PROP_029,113,4,7.2,377,0
2022-05-06,PROP_030,29,1,10,89,0
2022-05-06,PROP_031,117,4,9.5,360,1
2022-05-06,PROP_032,119,4,7,348,0
2022-05-06,PROP_033,26,1,6.5,100,1
2022-05-06,PROP_034,70,2,8.5,239,0
2022-05-06,PROP_035,65,2,6.6,215,1
2022-05-06,PROP_036,21,1,6.8,70,1
2022-05-06,PROP_037,68,2,7.6,235,0
2022-05-06,PROP_038,53,2,9.1,162,1
2022-05-06,PROP_039,103,4,6.1,355,0
2022-05-06,PROP_040,96,3,9.3,319,1
2022-05-06,PROP_041,113,4,6.7,382,0
2022-05-06,PROP_042,85,3,9.8,287,1
2022-05-06,PROP_043,95,3,9.4,311,0
2022-05-06,PROP_044,30,1,7.5,89,0
2022-05-06,PROP_045,33,1,6.4,121,0
2022-05-06,PROP_046,56,2,8.7,154,1
2022-05-06,PROP_047,45,1,8.3,145,0
2022-05-06,PROP_048,110,4,6.5,355,1
2022-05-06,PROP_049,20,1,8.8,63,1
2022-05-06,PROP_050,89,3,9.3,260,0
2022-05-07,PROP_001,47,2,8,121,0
2022-05-07,PROP_002,22,1,7.6,58,0
2022-05-07,PROP_003,115,4,7.9,292,0
2022-05-07,PROP_004,72,2,7.7,185,1
2022-05-07,PROP_005,26,1,9.2,83,0
2022-05-07,PROP_006,101,4,9.1,254,0
2022-05-07,PROP_007,117,4,6.6,289,0
2022-05-07,PROP_008,64,2,9.5,156,1
2022-05-07,PROP_009,43,1,9.9,132,0
2022-05-07,PROP_010,39,1,9.8,111,1
2022-05-07,PROP_011,102,4,7.8,258,0
2022-05-07,PROP_012,54,2,8.8,142,0
2022-05-07,PROP_013,116,4,6.2,281,1
2022-05-07,PROP_014,28,1,9.6,78,0
2022-05-07,PROP_015,91,3,8.3,240,1
2022-05-07,PROP_016,29,1,8,89,0
2022-05-07,PROP_017,75,2,8,184,0
2022-05-07,PROP_018,105,4,8.3,256,1
2022-05-07,PROP_019,80,3,9.8,195,1
2022-05-07,PROP_020,71,2,7.3,189,0
2022-05-07,PROP_021,55,2,9.1,151,0
2022-05-07,PROP_022,45,1,6.3,120,0
2022-05-07,PROP_023,104,4,8.3,272,0
2022-05-07,PROP_024,47,2,7.2,123,0
2022-05-07,PROP_025,32,1,6.6,101,0
2022-05-07,PROP_026,52,2,6.2,152,0
2022-05-07,PROP_027,100,3,7.9,249,0
2022-05-07,PROP_028,29,1,7.6,77,0
2022-05-07,PROP_029,113,4,7.2,311,0
2022-05-07,PROP_030,29,1,10,73,1
2022-05-07,PROP_031,117,4,9.5,279,0
2022-05-07,PROP_032,119,4,7,327,0
2022-05-07,PROP_033,26,1,6.5,76,0
2022-05-07,PROP_034,70,2,8.5,202,0
2022-05-07,PROP_035,65,2,6.6,176,0
2022-05-07,PROP_036,21,1,6.8,61,1
2022-05-07,PROP_037,68,2,7.6,174,0
2022-05-07,PROP_038,53,2,9.1,146,1
2022-05-07,PROP_039,103,4,6.1,273,0
2022-05-07,PROP_040,96,3,9.3,232,0
2022-05-07,PROP_041,113,4,6.7,323,0
2022-05-07,PROP_042,85,3,9.8,218,0
2022-05-07,PROP_043,95,3,9.4,238,0
2022-05-07,PROP_044,30,1,7.5,80,1
2022-05-07,PROP_045,33,1,6.4,102,0
2022-05-07,PROP_046,56,2,8.7,153,0
2022-05-07,PROP_047,45,1,8.3,124,0
2022-05-07,PROP_048,110,4,6.5,287,0
2022-05-07,PROP_049,20,1,8.8,56,1
2022-05-07,PROP_050,89,3,9.3,237,1
2022-05-08,PROP_001,47,2,8,128,0
2022-05-08,PROP_002,22,1,7.6,62,1
2022-05-08,PROP_003,115,4,7.9,316,1
2022-05-08,PROP_004,72,2,7.7,189,0
2022-05-08,PROP_005,26,1,9.2,75,0
2022-05-08,PROP_006,101,4,9.1,259,1
2022-05-08,PROP_007,117,4,6.6,292,1
2022-05-08,PROP_008,64,2,9.5,184,1
2022-05-08,PROP_009,43,1,9.9,119,1
2022-05-08,PROP_010,39,1,9.8,103,0
2022-05-08,PROP_011,102,4,7.8,257,1
2022-05-08,PROP_012,54,2,8.8,140,0
2022-05-08,PROP_013,116,4,6.2,284,0
2022-05-08,PROP_014,28,1,9.6,77,0
2022-05-08,PROP_015,91,3,8.3,214,0
2022-05-08,PROP_016,29,1,8,81,1
2022-05-08,PROP_017,75,2,8,183,0
2022-05-08,PROP_018,105,4,8.3,267,0
2022-05-08,PROP_019,80,3,9.8,206,0
2022-05-08,PROP_020,71,2,7.3,203,0
2022-05-08,PROP_021,55,2,9.1,127,0
2022-05-08,PROP_022,45,1,6.3,113,0
2022-05-08,PROP_023,104,4,8.3,271,0
2022-05-08,PROP_024,47,2,7.2,130,1
2022-05-08,PROP_025,32,1,6.6,102,1
2022-05-08,PROP_026,52,2,6.2,151,0
2022-05-08,PROP_027,100,3,7.9,277,1
2022-05-08,PROP_028,29,1,7.6,80,0
2022-05-08,PROP_029,113,4,7.2,317,0
2022-05-08,PROP_030,29,1,10,73,1
2022-05-08,PROP_031,117,4,9.5,284,1
2022-05-08,PROP_032,119,4,7,293,0
2022-05-08,PROP_033,26,1,6.5,77,1
2022-05-08,PROP_034,70,2,8.5,175,0
2022-05-08,PROP_035,65,2,6.6,170,0
2022-05-08,PROP_036,21,1,6.8,64,0
2022-05-08,PROP_037,68,2,7.6,190,0
2022-05-08,PROP_038,53,2,9.1,147,0
2022-05-08,PROP_039,103,4,6.1,298,0
2022-05-08,PROP_040,96,3,9.3,250,0
